Distance_m,ReceivedPower_dBm,PathLoss_dB,RMSDelaySpread_ns,KFactor_dB,TotalPower,MeanDelay,RMSDelay,Entropy,Frequency_GHz,TxHeight,RxHeight,LOS,Scenario
177.6,-108.8,138.8,31.3,1.3,85,1160.619765,330.3039296,4.442651256,28,800,30,1,UMi_NLOS_28
177.7,-107.7,137.7,73.7,-4.2,85,1160.642118,330.3069659,4.442651256,28,800,30,1,UMi_NLOS_28
177.8,-103.5,133.5,26.3,-2.2,85,1160.666706,330.3088794,4.442651256,28,800,30,1,UMi_NLOS_28
177.9,-95.6,125.6,56.5,3.6,85,1160.686941,330.3119692,4.442651256,28,800,30,1,UMi_NLOS_28
177.9,-94.5,124.5,31.5,-1.4,85,1160.705412,330.3090197,4.442651256,28,800,30,1,UMi_NLOS_28
178,-93.4,123.4,38.8,-0.5,85,1160.726706,330.3124631,4.442651256,28,800,30,1,UMi_NLOS_28
178.1,-99.4,129.4,46,-2.6,85,1160.757176,330.3164111,4.442651256,28,800,30,1,UMi_NLOS_28
178.2,-88.5,118.5,44.3,-2.7,97,1074.329691,361.2389243,4.574710978,28,800,30,1,UMi_NLOS_28
178.2,-102.9,132.9,35.4,-5.9,85,1160.770471,330.3144416,4.442651256,28,800,30,1,UMi_NLOS_28
178.3,-99.8,129.8,23.7,-5.2,85,1160.799059,330.3198426,4.442651256,28,800,30,1,UMi_NLOS_28
178.4,-103.7,133.7,29.9,-2,85,1160.818706,330.3188044,4.442651256,28,800,30,1,UMi_NLOS_28
178.5,-104,134,35.1,-0.5,85,1160.840118,330.3196029,4.442651256,28,800,30,1,UMi_NLOS_28
178.5,-95,125,34.6,3.6,85,1160.862353,330.3205039,4.442651256,28,800,30,1,UMi_NLOS_28
178.6,-103.9,133.9,40.1,-6.2,85,1160.884824,330.3207949,4.442651256,28,800,30,1,UMi_NLOS_28
178.7,-84.6,114.6,34,-3.2,85,1160.913176,330.3276792,4.442651256,28,800,30,1,UMi_NLOS_28
178.8,-114.6,144.6,54,-4.2,85,1160.938824,330.3293978,4.442651256,28,800,30,1,UMi_NLOS_28
178.8,-99.9,129.9,62.6,-5.8,85,1160.956824,330.3338426,4.442651256,28,800,30,1,UMi_NLOS_28
178.9,-106,136,26.1,3.1,85,1160.978,330.3315895,4.442651256,28,800,30,1,UMi_NLOS_28
179,-108.6,138.6,22.1,3.2,97,1074.336392,361.2368659,4.574710978,28,800,30,1,UMi_NLOS_28
179,-97.9,127.9,14.8,3.4,85,1161.002118,330.3321442,4.442651256,28,800,30,1,UMi_NLOS_28
179.1,-89.4,119.4,24.4,-1.1,85,1161.025765,330.3332944,4.442651256,28,800,30,1,UMi_NLOS_28
179.2,-93.7,123.7,32.8,0.8,85,1161.048118,330.3383804,4.442651256,28,800,30,1,UMi_NLOS_28
179.3,-113,143,18.2,5.5,85,1161.073882,330.3455777,4.442651256,28,800,30,1,UMi_NLOS_28
179.3,-102.3,132.3,28,-0.5,85,1161.094353,330.3423505,4.442651256,28,800,30,1,UMi_NLOS_28
179.4,-102.7,132.7,14.9,2.8,85,1161.119176,330.3461803,4.442651256,28,800,30,1,UMi_NLOS_28
179.5,-101.5,131.5,26.2,-3.6,85,1161.141647,330.3460577,4.442651256,28,800,30,1,UMi_NLOS_28
179.6,-105.1,135.1,23,1.3,85,1161.164235,330.3496291,4.442651256,28,800,30,1,UMi_NLOS_28
179.6,-102,132,16.9,1.5,85,1161.188,330.3484826,4.442651256,28,800,30,1,UMi_NLOS_28
179.7,-98,128,15.7,2.1,57,973.5422807,227.7479421,4.043051268,28,800,30,1,UMi_NLOS_28
179.8,-107.4,137.4,23.8,-0.7,97,1074.201856,361.2407284,4.574710978,28,800,30,1,UMi_NLOS_28
179.9,-104.6,134.6,30.7,-0.7,97,1074.347423,361.2358301,4.574710978,28,800,30,1,UMi_NLOS_28
179.9,-94.3,124.3,18.6,2.7,47,900.9389362,181.0063681,3.850147602,28,800,30,1,UMi_NLOS_28
180,-107.3,137.3,43.8,1.4,46,791.7443478,86.72398429,3.828641396,28,800,30,1,UMi_NLOS_28
180.1,-90.6,120.6,16.6,1.6,40,781.1725,93.95576014,3.688879454,28,800,30,1,UMi_NLOS_28
180.2,-96,126,17.8,0.7,40,781.17125,93.94764513,3.688879454,28,800,30,1,UMi_NLOS_28
180.2,-93.3,123.3,15.1,5.9,40,781.171,93.93882929,3.688879454,28,800,30,1,UMi_NLOS_28
180.3,-103.7,133.7,26.5,1.8,40,781.1705,93.92985148,3.688879454,28,800,30,1,UMi_NLOS_28
180.4,-105.8,135.8,18.9,3.8,40,781.1695,93.92107777,3.688879454,28,800,30,1,UMi_NLOS_28
180.5,-108.9,138.9,10,4.9,40,781.17125,93.91360094,3.688879454,28,800,30,1,UMi_NLOS_28
180.5,-113,143,15.1,0.9,40,781.17025,93.9044769,3.688879454,28,800,30,1,UMi_NLOS_28
180.6,-112.8,142.8,18.8,1.3,40,781.1705,93.89505349,3.688879454,28,800,30,1,UMi_NLOS_28
180.7,-111.7,141.7,19.7,-1.3,97,1074.351649,361.2359306,4.574710978,28,800,30,1,UMi_NLOS_28
180.8,-97.3,127.3,43.3,-4.5,40,781.17075,93.88693004,3.688879454,28,800,30,1,UMi_NLOS_28
180.8,-97.7,127.7,23.3,-3.5,40,781.17,93.8784422,3.688879454,28,800,30,1,UMi_NLOS_28
180.9,-103.5,133.5,25.2,-1,40,781.1705,93.86924834,3.688879454,28,800,30,1,UMi_NLOS_28
181,-115.9,145.9,12.7,1.5,40,781.1705,93.86083302,3.688879454,28,800,30,1,UMi_NLOS_28
181.1,-108,138,12.2,0.6,40,781.16975,93.85309296,3.688879454,28,800,30,1,UMi_NLOS_28
181.1,-117,147,14.9,-0.6,40,781.1705,93.84475803,3.688879454,28,800,30,1,UMi_NLOS_28
181.2,-90.1,120.1,26.2,-0.4,40,781.1695,93.83555813,3.688879454,28,800,30,1,UMi_NLOS_28
181.3,-87.7,117.7,25.4,-1.6,40,781.1705,93.8273749,3.688879454,28,800,30,1,UMi_NLOS_28
181.4,-102.2,132.2,9.6,6.4,40,781.17125,93.81909191,3.688879454,28,800,30,1,UMi_NLOS_28
181.5,-115.9,145.9,16.4,-2.6,40,781.171,93.81098805,3.688879454,28,800,30,1,UMi_NLOS_28
181.5,-108.6,138.6,14.9,6.1,97,1074.362268,361.2366806,4.574710978,28,800,30,1,UMi_NLOS_28
181.6,-99.7,129.7,17,-0.9,40,781.17075,93.80269595,3.688879454,28,800,30,1,UMi_NLOS_28
181.7,-103.8,133.8,18.1,2.3,40,781.171,93.79373683,3.688879454,28,800,30,1,UMi_NLOS_28
181.8,-97.5,127.5,18.1,5.4,40,781.17125,93.78632435,3.688879454,28,800,30,1,UMi_NLOS_28
181.8,-105.9,135.9,20.5,0.1,40,781.17175,93.77759607,3.688879454,28,800,30,1,UMi_NLOS_28
181.9,-104.9,134.9,24.3,-0.9,40,781.172,93.77000712,3.688879454,28,800,30,1,UMi_NLOS_28
182,-89.7,119.7,23.9,5.8,40,781.17225,93.76110887,3.688879454,28,800,30,1,UMi_NLOS_28
182.1,-109.7,139.7,28.5,4.2,40,781.17225,93.75261038,3.688879454,28,800,30,1,UMi_NLOS_28
182.1,-120.9,150.9,13.9,2.1,40,781.173,93.74494174,3.688879454,28,800,30,1,UMi_NLOS_28
182.2,-101.8,131.8,41.5,-4,40,781.17325,93.73700607,3.688879454,28,800,30,1,UMi_NLOS_28
182.3,-111.2,141.2,45.9,-4.3,40,781.173,93.72877483,3.688879454,28,800,30,1,UMi_NLOS_28
182.4,-102.8,132.8,20,0.9,97,1074.376392,361.2402937,4.574710978,28,800,30,1,UMi_NLOS_28
182.4,-108.8,138.8,25.8,0.1,40,781.17375,93.72158801,3.688879454,28,800,30,1,UMi_NLOS_28
182.5,-99,129,16.1,1.8,40,781.17475,93.71260614,3.688879454,28,800,30,1,UMi_NLOS_28
182.6,-106.1,136.1,23.7,5.3,40,781.175,93.70399519,3.688879454,28,800,30,1,UMi_NLOS_28
182.7,-112.5,142.5,24.1,-4.3,40,781.175,93.69641236,3.688879454,28,800,30,1,UMi_NLOS_28
182.7,-114.5,144.5,10.7,0,40,781.177,93.68817594,3.688879454,28,800,30,1,UMi_NLOS_28
182.8,-106.8,136.8,15.5,3,40,781.1775,93.68057656,3.688879454,28,800,30,1,UMi_NLOS_28
182.9,-93.6,123.6,19.9,-1.8,40,781.17775,93.67197869,3.688879454,28,800,30,1,UMi_NLOS_28
183,-105.6,135.6,25.9,-2.7,40,781.17825,93.66482432,3.688879454,28,800,30,1,UMi_NLOS_28
183,-104.6,134.6,13.7,-0.3,40,781.1795,93.65601211,3.688879454,28,800,30,1,UMi_NLOS_28
183.1,-103.7,133.7,19.6,2.9,40,781.17975,93.64827322,3.688879454,28,800,30,1,UMi_NLOS_28
183.2,-96.9,126.9,19.7,-1,97,1074.381237,361.2368167,4.574710978,28,800,30,1,UMi_NLOS_28
183.3,-106,136,14,7.9,40,781.18075,93.64012418,3.688879454,28,800,30,1,UMi_NLOS_28
183.3,-100.6,130.6,15.3,2.8,40,781.1815,93.63265997,3.688879454,28,800,30,1,UMi_NLOS_28
183.4,-96.3,126.3,20.9,0.4,40,781.18175,93.62548939,3.688879454,28,800,30,1,UMi_NLOS_28
183.5,-89.3,119.3,27.9,-0.6,40,781.18275,93.61618105,3.688879454,28,800,30,1,UMi_NLOS_28
183.6,-103.2,133.2,23,-0.3,40,781.18475,93.60970481,3.688879454,28,800,30,1,UMi_NLOS_28
183.6,-108.6,138.6,21.7,1.5,40,781.18475,93.60214594,3.688879454,28,800,30,1,UMi_NLOS_28
183.7,-99.7,129.7,25.5,-0.7,40,781.1855,93.59317154,3.688879454,28,800,30,1,UMi_NLOS_28
183.8,-108.4,138.4,41.3,-3.7,40,781.18575,93.5857479,3.688879454,28,800,30,1,UMi_NLOS_28
183.9,-100,130,19.2,3.2,40,781.1865,93.57904091,3.688879454,28,800,30,1,UMi_NLOS_28
184,-109.2,139.2,33.3,-1.7,40,781.18825,93.56965175,3.688879454,28,800,30,1,UMi_NLOS_28
184,-110.7,140.7,11.8,-1.7,97,1074.387835,361.2346852,4.574710978,28,800,30,1,UMi_NLOS_28
184.1,-97.7,127.7,26.2,1.3,40,781.1885,93.56294474,3.688879454,28,800,30,1,UMi_NLOS_28
184.2,-94.4,124.4,45.9,-1.2,40,781.18975,93.55526742,3.688879454,28,800,30,1,UMi_NLOS_28
184.3,-110.3,140.3,24.3,0.6,40,781.19075,93.54712129,3.688879454,28,800,30,1,UMi_NLOS_28
184.3,-103.6,133.6,20.3,-0.6,40,781.19225,93.54055103,3.688879454,28,800,30,1,UMi_NLOS_28
184.4,-105,135,15.2,-0.3,40,781.1925,93.53296413,3.688879454,28,800,30,1,UMi_NLOS_28
184.5,-113.7,143.7,22.7,-2,40,781.1945,93.52498492,3.688879454,28,800,30,1,UMi_NLOS_28
184.6,-109.1,139.1,22.6,-4.2,40,781.1955,93.51749745,3.688879454,28,800,30,1,UMi_NLOS_28
184.6,-107.5,137.5,17.2,-1.8,40,781.19675,93.51034035,3.688879454,28,800,30,1,UMi_NLOS_28
184.7,-101,131,37.6,9.1,40,781.1975,93.50132672,3.688879454,28,800,30,1,UMi_NLOS_28
184.8,-102.2,132.2,16.4,-1.7,40,781.19875,93.49470536,3.688879454,28,800,30,1,UMi_NLOS_28
184.9,-103.1,133.1,18.7,-5.3,97,1074.397732,361.2341916,4.574710978,28,800,30,1,UMi_NLOS_28
184.9,-127.5,157.5,19.6,-1.1,40,781.19975,93.48792929,3.688879454,28,800,30,1,UMi_NLOS_28
185,-111,141,29.9,-1.4,40,781.20075,93.47943521,3.688879454,28,800,30,1,UMi_NLOS_28
185.1,-111.5,141.5,34.9,4.7,40,781.20275,93.47257935,3.688879454,28,800,30,1,UMi_NLOS_28
185.2,-94.7,124.7,20.3,1.9,40,781.20425,93.46599421,3.688879454,28,800,30,1,UMi_NLOS_28
185.3,-119,149,24.7,-2.9,40,781.20575,93.45764174,3.688879454,28,800,30,1,UMi_NLOS_28
185.3,-109.7,139.7,19.3,1,40,781.20575,93.45121567,3.688879454,28,800,30,1,UMi_NLOS_28
185.4,-111,141,19.7,-0.1,40,781.20925,93.44351996,3.688879454,28,800,30,1,UMi_NLOS_28
185.5,-98.2,128.2,21.9,5.4,40,781.20925,93.4360575,3.688879454,28,800,30,1,UMi_NLOS_28
185.6,-106.2,136.2,22.2,-2.5,40,781.21175,93.42902418,3.688879454,28,800,30,1,UMi_NLOS_28
185.6,-111.4,141.4,17.3,1.6,40,781.212,93.42137909,3.688879454,28,800,30,1,UMi_NLOS_28
185.7,-102.7,132.7,19.5,-2.9,97,1074.40268,361.2329065,4.574710978,28,800,30,1,UMi_NLOS_28
185.8,-108,138,12.3,-1,40,781.215,93.4149464,3.688879454,28,800,30,1,UMi_NLOS_28
185.9,-112.8,142.8,41.2,0.6,40,781.2155,93.40738964,3.688879454,28,800,30,1,UMi_NLOS_28
185.9,-96.2,126.2,21.6,-2.7,40,781.2165,93.39989905,3.688879454,28,800,30,1,UMi_NLOS_28
186,-102.8,132.8,29.1,0.4,40,781.21875,93.39281691,3.688879454,28,800,30,1,UMi_NLOS_28
186.1,-103.4,133.4,26.3,-2.2,40,781.21975,93.38650155,3.688879454,28,800,30,1,UMi_NLOS_28
186.2,-100.5,130.5,23.1,1.4,40,781.2225,93.37891814,3.688879454,28,800,30,1,UMi_NLOS_28
186.3,-111,141,24.4,-0.7,40,781.22375,93.37096092,3.688879454,28,800,30,1,UMi_NLOS_28
186.3,-103.1,133.1,15.8,-2.2,40,781.2255,93.36472342,3.688879454,28,800,30,1,UMi_NLOS_28
186.4,-97.5,127.5,27.3,-4.4,40,781.2275,93.35761524,3.688879454,28,800,30,1,UMi_NLOS_28
186.5,-95.9,125.9,21.6,2.4,40,781.22975,93.35055818,3.688879454,28,800,30,1,UMi_NLOS_28
186.6,-98.6,128.6,45.9,1.8,97,1074.412577,361.2329703,4.574710978,28,800,30,1,UMi_NLOS_28
186.6,-98.9,128.9,41.2,6.2,40,781.23025,93.34344874,3.688879454,28,800,30,1,UMi_NLOS_28
186.7,-110.7,140.7,22.2,-2.6,40,781.23275,93.33612055,3.688879454,28,800,30,1,UMi_NLOS_28
186.8,-106.6,136.6,24.2,-1.3,40,781.23525,93.32984946,3.688879454,28,800,30,1,UMi_NLOS_28
186.9,-102.5,132.5,28.7,0.6,40,781.2365,93.32285667,3.688879454,28,800,30,1,UMi_NLOS_28
186.9,-113.3,143.3,23.6,-4,40,781.23825,93.31492533,3.688879454,28,800,30,1,UMi_NLOS_28
187,-109.6,139.6,53.2,5.6,40,781.24025,93.30787356,3.688879454,28,800,30,1,UMi_NLOS_28
187.1,-108.2,138.2,27.6,-0.5,40,781.242,93.30195698,3.688879454,28,800,30,1,UMi_NLOS_28
187.2,-105.7,135.7,56.7,-5.1,40,781.24375,93.29452545,3.688879454,28,800,30,1,UMi_NLOS_28
187.3,-105.8,135.8,54.2,-1.1,40,781.24575,93.28805272,3.688879454,28,800,30,1,UMi_NLOS_28
187.3,-100,130,60.9,4.6,40,781.2475,93.2814798,3.688879454,28,800,30,1,UMi_NLOS_28
187.4,-111.9,141.9,31.6,1.7,97,1074.422165,361.2321863,4.574710978,28,800,30,1,UMi_NLOS_28
187.5,-94.3,124.3,28.1,-1.9,40,781.25075,93.27464705,3.688879454,28,800,30,1,UMi_NLOS_28
187.6,-105.2,135.2,35.4,-3.7,40,781.2525,93.26755306,3.688879454,28,800,30,1,UMi_NLOS_28
187.6,-97.3,127.3,39.7,-3.1,40,781.254,93.26131574,3.688879454,28,800,30,1,UMi_NLOS_28
187.7,-110,140,37.6,-1.5,40,781.25625,93.25458245,3.688879454,28,800,30,1,UMi_NLOS_28
187.8,-98.6,128.6,23.8,-3,40,781.259,93.24700933,3.688879454,28,800,30,1,UMi_NLOS_28
187.9,-99.1,129.1,25.9,-3,40,781.26075,93.24097338,3.688879454,28,800,30,1,UMi_NLOS_28
187.9,-100.5,130.5,42.4,-2.5,40,781.263,93.23432577,3.688879454,28,800,30,1,UMi_NLOS_28
188,-100.6,130.6,21.4,-5,40,781.26475,93.22830447,3.688879454,28,800,30,1,UMi_NLOS_28
188.1,-90.7,120.7,49.9,0.8,40,781.26675,93.22155039,3.688879454,28,800,30,1,UMi_NLOS_28
188.2,-103.4,133.4,87.5,-5.3,40,781.27,93.2138933,3.688879454,28,800,30,1,UMi_NLOS_28
188.3,-106.4,136.4,49.5,-5.4,97,1074.209794,361.2450211,4.574710978,28,800,30,1,UMi_NLOS_28
188.3,-108,138,34.1,-4.7,97,1074.432371,361.2358253,4.574710978,28,800,30,1,UMi_NLOS_28
188.4,-98.6,128.6,32.9,-6.8,49,845.1571429,158.903599,3.891820298,28,800,30,1,UMi_NLOS_28
188.5,-96.9,126.9,34.2,1.8,47,813.0897872,170.2598118,3.850147602,28,800,30,1,UMi_NLOS_28
188.6,-106.8,136.8,42.3,-4.3,35,865.7088571,167.0646011,3.555348061,28,800,30,1,UMi_NLOS_28
188.6,-109.6,139.6,42,-3.5,35,865.7117143,167.0610414,3.555348061,28,800,30,1,UMi_NLOS_28
188.7,-104.5,134.5,36.6,-5.5,35,865.712,167.0541131,3.555348061,28,800,30,1,UMi_NLOS_28
188.8,-101.3,131.3,52.1,1.2,35,865.7188571,167.0539832,3.555348061,28,800,30,1,UMi_NLOS_28
188.9,-108.5,138.5,67.7,0.7,35,865.7197143,167.0464566,3.555348061,28,800,30,1,UMi_NLOS_28
189,-92.2,122.2,20.7,-2.9,35,865.7231429,167.0433745,3.555348061,28,800,30,1,UMi_NLOS_28
189,-105.2,135.2,66.1,-2.8,35,865.7217143,167.0307004,3.555348061,28,800,30,1,UMi_NLOS_28
189.1,-96,126,31.5,-4.4,35,865.7217143,167.023233,3.555348061,28,800,30,1,UMi_NLOS_28
189.2,-105.9,135.9,30.2,6.2,97,1074.440309,361.232522,4.574710978,28,800,30,1,UMi_NLOS_28
189.3,-105.2,135.2,35.9,0.9,35,865.7225714,167.0152464,3.555348061,28,800,30,1,UMi_NLOS_28
189.3,-102.8,132.8,32.6,-1,35,865.7285714,167.0171965,3.555348061,28,800,30,1,UMi_NLOS_28
189.4,-104.3,134.3,14.5,4.2,35,865.73,167.0086632,3.555348061,28,800,30,1,UMi_NLOS_28
189.5,-96.8,126.8,28.9,1.2,35,865.736,167.0098712,3.555348061,28,800,30,1,UMi_NLOS_28
189.6,-97.5,127.5,38.2,-1.9,35,865.7397143,167.0066088,3.555348061,28,800,30,1,UMi_NLOS_28
189.7,-94.8,124.8,43.5,-1.2,35,865.7425714,167.0038358,3.555348061,28,800,30,1,UMi_NLOS_28
189.7,-102.7,132.7,15.6,-1,35,865.7442857,166.9953527,3.555348061,28,800,30,1,UMi_NLOS_28
189.8,-103.4,133.4,21,3.2,35,865.748,166.9920589,3.555348061,28,800,30,1,UMi_NLOS_28
189.9,-100.6,130.6,55.8,-3.6,35,865.7457143,166.9800609,3.555348061,28,800,30,1,UMi_NLOS_28
190,-98,128,18.4,-0.7,35,865.7491429,166.9765672,3.555348061,28,800,30,1,UMi_NLOS_28
190,-114.6,144.6,55,-0.9,97,1074.448454,361.2345809,4.574710978,28,800,30,1,UMi_NLOS_28
190.1,-108.1,138.1,35.4,-1.4,35,865.75,166.9683251,3.555348061,28,800,30,1,UMi_NLOS_28
190.2,-105.9,135.9,41.3,-0.8,35,865.7545714,166.9647062,3.555348061,28,800,30,1,UMi_NLOS_28
190.3,-105.8,135.8,49.9,-2.9,35,865.7551429,166.956923,3.555348061,28,800,30,1,UMi_NLOS_28
190.4,-99.6,129.6,23.9,-3.6,35,865.7557143,166.9491097,3.555348061,28,800,30,1,UMi_NLOS_28
190.4,-101.6,131.6,37.3,-3,35,865.7597143,166.9454645,3.555348061,28,800,30,1,UMi_NLOS_28
190.5,-102.7,132.7,41.5,-0.3,35,865.7597143,166.9380158,3.555348061,28,800,30,1,UMi_NLOS_28
190.6,-104,134,36.9,-4.1,35,865.7662857,166.9396758,3.555348061,28,800,30,1,UMi_NLOS_28
190.7,-101.7,131.7,37,-3.8,35,865.7651429,166.9264503,3.555348061,28,800,30,1,UMi_NLOS_28
190.7,-101.5,131.5,44.4,-3.5,35,865.772,166.9271738,3.555348061,28,800,30,1,UMi_NLOS_28
190.8,-102,132,20.9,0.5,35,865.7702857,166.9148544,3.555348061,28,800,30,1,UMi_NLOS_28
190.9,-108.2,138.2,18.5,1.5,97,1074.454227,361.2310956,4.574710978,28,800,30,1,UMi_NLOS_28
191,-102.6,132.6,34.3,2.3,35,865.776,166.9162793,3.555348061,28,800,30,1,UMi_NLOS_28
191.1,-105.2,135.2,41.4,-0.4,35,865.774,166.9045898,3.555348061,28,800,30,1,UMi_NLOS_28
191.1,-109.2,139.2,26.7,-5.3,35,865.772,166.8920662,3.555348061,28,800,30,1,UMi_NLOS_28
191.2,-107.8,137.8,24.1,-2.1,35,865.7797143,166.8928039,3.555348061,28,800,30,1,UMi_NLOS_28
191.3,-103.1,133.1,17.1,-1.5,35,865.78,166.8849821,3.555348061,28,800,30,1,UMi_NLOS_28
191.4,-98.3,128.3,35.7,-3.2,35,865.7868571,166.8861214,3.555348061,28,800,30,1,UMi_NLOS_28
191.5,-107.2,137.2,41.3,-3.3,35,865.7882857,166.877536,3.555348061,28,800,30,1,UMi_NLOS_28
191.5,-106.7,136.7,87.5,-5.2,35,865.7948571,166.8792822,3.555348061,28,800,30,1,UMi_NLOS_28
191.6,-100.8,130.8,24.7,3.3,35,865.796,166.8711181,3.555348061,28,800,30,1,UMi_NLOS_28
191.7,-101.2,131.2,15.8,0.8,35,865.8002857,166.8678463,3.555348061,28,800,30,1,UMi_NLOS_28
191.8,-108.3,138.3,27.1,3.4,97,1074.462371,361.2297132,4.574710978,28,800,30,1,UMi_NLOS_28
191.8,-106.7,136.7,27,0.4,35,865.7974286,166.8557825,3.555348061,28,800,30,1,UMi_NLOS_28
191.9,-101,131,48.1,2.7,35,865.8028571,166.8515495,3.555348061,28,800,30,1,UMi_NLOS_28
192,-100.9,130.9,28.9,-0.2,35,865.8057143,166.8482938,3.555348061,28,800,30,1,UMi_NLOS_28
192.1,-106.1,136.1,39.1,-0.9,35,865.8071429,166.8404596,3.555348061,28,800,30,1,UMi_NLOS_28
192.2,-104.9,134.9,23.7,-1.2,35,865.8137143,166.8415097,3.555348061,28,800,30,1,UMi_NLOS_28
192.2,-102.6,132.6,46.5,3,35,865.8145714,166.8340304,3.555348061,28,800,30,1,UMi_NLOS_28
192.3,-101.1,131.1,47.6,0.8,35,865.8151429,166.8259342,3.555348061,28,800,30,1,UMi_NLOS_28
192.4,-102.6,132.6,32,-4.4,35,865.8171429,166.8174107,3.555348061,28,800,30,1,UMi_NLOS_28
192.5,-103,133,41.7,-2.1,35,865.8234286,166.8185603,3.555348061,28,800,30,1,UMi_NLOS_28
192.6,-104.3,134.3,37.2,-1.1,35,865.828,166.8151507,3.555348061,28,800,30,1,UMi_NLOS_28
192.6,-106.4,136.4,37,-1.6,97,1074.473505,361.2294483,4.574710978,28,800,30,1,UMi_NLOS_28
192.7,-105.6,135.6,43.7,-1.1,35,865.8291429,166.8071933,3.555348061,28,800,30,1,UMi_NLOS_28
192.8,-103.6,133.6,40.6,-4.9,35,865.8277143,166.7946558,3.555348061,28,800,30,1,UMi_NLOS_28
192.9,-104.8,134.8,23.3,-4.8,35,865.8342857,166.7955627,3.555348061,28,800,30,1,UMi_NLOS_28
192.9,-107.8,137.8,46.1,-4.8,35,865.836,166.7875895,3.555348061,28,800,30,1,UMi_NLOS_28
193,-104.3,134.3,22.7,-2.3,35,865.8374286,166.7793005,3.555348061,28,800,30,1,UMi_NLOS_28
193.1,-103.7,133.7,18.8,-6.1,35,865.8437143,166.7808196,3.555348061,28,800,30,1,UMi_NLOS_28
193.2,-105.7,135.7,48.7,-2.9,35,865.8462857,166.7718964,3.555348061,28,800,30,1,UMi_NLOS_28
193.3,-106.3,136.3,34.6,-3.5,35,865.8491429,166.7692108,3.555348061,28,800,30,1,UMi_NLOS_28
193.3,-104.5,134.5,27.9,-3.4,35,865.8508571,166.760794,3.555348061,28,800,30,1,UMi_NLOS_28
193.4,-106.5,136.5,31.7,-1.2,35,865.8585714,166.7614706,3.555348061,28,800,30,1,UMi_NLOS_28
193.5,-105.8,135.8,31.9,-3.4,97,1074.480309,361.227472,4.574710978,28,800,30,1,UMi_NLOS_28
193.6,-105.6,135.6,37.1,-0.7,35,865.86,166.7533486,3.555348061,28,800,30,1,UMi_NLOS_28
193.7,-103.4,133.4,23.3,-3,35,865.8602857,166.7460562,3.555348061,28,800,30,1,UMi_NLOS_28
193.7,-104.2,134.2,29.9,-2.6,35,865.8677143,166.7471755,3.555348061,28,800,30,1,UMi_NLOS_28
193.8,-104.1,134.1,23.1,-1.2,35,865.872,166.743129,3.555348061,28,800,30,1,UMi_NLOS_28
193.9,-104.8,134.8,34.3,4.2,35,865.8765714,166.7394149,3.555348061,28,800,30,1,UMi_NLOS_28
194,-103.4,133.4,31.5,8.8,35,865.8745714,166.7274895,3.555348061,28,800,30,1,UMi_NLOS_28
194,-104.6,134.6,62.7,-4.6,35,865.8757143,166.7196756,3.555348061,28,800,30,1,UMi_NLOS_28
194.1,-107.7,137.7,59.9,-3.7,35,865.878,166.7112325,3.555348061,28,800,30,1,UMi_NLOS_28
194.2,-105.2,135.2,45.6,-4.2,35,865.8817143,166.7077498,3.555348061,28,800,30,1,UMi_NLOS_28
194.3,-104.6,134.6,14.9,-4.2,35,865.8865714,166.7043346,3.555348061,28,800,30,1,UMi_NLOS_28
194.4,-104.7,134.7,36.2,-2.4,97,1074.491856,361.2295198,4.574710978,28,800,30,1,UMi_NLOS_28
194.4,-104.6,134.6,23.7,-2.6,35,865.894,166.7046252,3.555348061,28,800,30,1,UMi_NLOS_28
194.5,-104.7,134.7,16.3,0.6,35,865.8917143,166.6925822,3.555348061,28,800,30,1,UMi_NLOS_28
194.6,-104.6,134.6,25.5,0.3,35,865.8931429,166.684709,3.555348061,28,800,30,1,UMi_NLOS_28
194.7,-104.7,134.7,27.4,-1.6,35,865.9005714,166.6852716,3.555348061,28,800,30,1,UMi_NLOS_28
194.8,-104.7,134.7,21.2,0.8,35,865.902,166.6772166,3.555348061,28,800,30,1,UMi_NLOS_28
194.8,-104.7,134.7,28.5,-1.7,35,865.9031429,166.6692657,3.555348061,28,800,30,1,UMi_NLOS_28
194.9,-104.7,134.7,26.4,-3.2,35,865.9054286,166.6612595,3.555348061,28,800,30,1,UMi_NLOS_28
195,-104.7,134.7,26.5,-1.7,35,865.9125714,166.6616541,3.555348061,28,800,30,1,UMi_NLOS_28
195.1,-104.7,134.7,21.5,-2.5,35,865.9174286,166.6578492,3.555348061,28,800,30,1,UMi_NLOS_28
195.2,-104.7,134.7,28.7,-4.8,35,865.9205714,166.654699,3.555348061,28,800,30,1,UMi_NLOS_28
195.2,-104.7,134.7,24.2,-3.3,97,1074.503608,361.2321132,4.574710978,28,800,30,1,UMi_NLOS_28
195.3,-104.8,134.8,23.6,-2.4,35,865.9254286,166.6511553,3.555348061,28,800,30,1,UMi_NLOS_28
195.4,-104.9,134.9,21.1,-0.6,35,865.9182857,166.6296395,3.555348061,28,800,30,1,UMi_NLOS_28
195.5,-103.9,133.9,27.3,0.5,35,865.9231429,166.6258325,3.555348061,28,800,30,1,UMi_NLOS_28
195.6,-105,135,26.2,-3.1,35,865.9268571,166.6223233,3.555348061,28,800,30,1,UMi_NLOS_28
195.6,-104.8,134.8,20,-2.4,35,865.9345714,166.6229622,3.555348061,28,800,30,1,UMi_NLOS_28
